sim_clock_hour,soc_kwh_in,pref_logged_kW,lp_expert_pref0_kW,,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,price_11,price_12,price_13,price_14,price_15,price_16,price_17,price_18,price_19,price_20,price_21,price_22,price_23
262,1405.467978,-412.4524661,-415.2968651,-2.844399001,8.090605677,0.471242316,-0.017447935,0.120244804,0.073753145,0.111208636,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334
263,1753.73885,500,500,0,0,-0.017447935,0.120244804,0.073753145,0.111208636,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731
264,1352.965562,494.642481,500,5.357518961,28.70300942,0.120244804,0.073753145,0.111208636,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972
265,893.4616763,-490.29755,-500,-9.702449965,94.13753532,0.073753145,0.111208636,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204
266,1251.492957,498.7796665,500,1.220333465,1.489213766,0.111208636,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912
267,865.1177279,54.99986468,200.1239241,145.1240594,21060.99262,-0.04845486,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007
268,781.9889887,473.49588,500,26.50411998,702.4683759,-0.088672128,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577
269,376.2364075,-158.1380081,1.301481543,159.4394896,25420.95084,-0.447628655,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366
270,477.3630307,-242.56005,-392.2494414,-149.6893914,22406.9139,-0.206733996,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059
271,701.1116665,-495.9308351,-500,-4.069164881,16.55810283,0.700158772,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665
272,1150.156839,-499.469516,-500,-0.530484,0.281413274,0.244624237,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117
273,1624.372734,497.168641,500,2.831359,8.016593787,0.050900347,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417
274,1263.347204,498.434829,500,1.565171002,2.449760266,-0.06592906,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449
275,827.6837002,186.0816208,500,313.9183792,98544.7488,0.047062848,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696
276,646.4646227,-496.0560879,-500,-3.943912079,15.55444249,0.166338879,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125
277,1050.803744,-294.5967096,-104.4171114,190.1795982,36168.27957,-0.223368,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983
278,1330.261696,488.2787391,500,11.7212609,137.3879571,0.13353899,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442
279,927.7829326,-498.637611,-500,-1.362388995,1.856103774,0.171006581,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651
280,1279.602326,444.9984022,500,55.00159777,3025.175757,-0.204440274,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169
281,913.9334611,499.2947309,500,0.705269081,0.497404477,-0.20559837,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097
282,443.334836,-472.8536383,256.1419326,728.995571,531434.5425,-0.309596363,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014
283,767.55601,-393.6883557,413.2168526,806.9052083,651096.0152,-0.355335334,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704
284,1089.296634,-283.1830105,-248.1088067,35.07420375,1230.199769,0.410951731,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819
285,1316.651371,-479.1861882,-500,-20.81381184,433.2147633,-0.899062972,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604
286,1704.991161,484.635459,500,15.36454097,236.0691192,-0.071709204,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748
287,1315.193502,-491.9733631,-500,-8.02663694,64.42690057,-0.212449912,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276
288,1670.246185,238.922501,500,261.077499,68161.46048,-0.217927007,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682
289,1489.495889,119.7547161,173.1535672,53.3988511,2851.437299,0.067040577,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325
290,1366.294792,-452.2889005,-456.5317976,-4.242897161,18.00217632,0.481173366,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223
291,1722.251948,183.9480504,500,316.0519496,99888.83485,0.065568059,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438
292,1588.657654,498.9678257,500,1.032174338,1.065383864,-0.01109665,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093
293,1152.130078,380.6912213,500,119.3087787,14234.58467,-0.18996117,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788
294,799.8300754,188.7136869,131.4000794,-57.31360746,3284.8496,-0.001583417,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864
295,623.697732,-477.5419854,-500,-22.45801463,504.3624211,0.404827449,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967
296,1028.585122,-154.9777653,372.1948649,527.1726301,277910.9819,-0.127618696,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609
297,1201.368588,498.8277303,500,1.172269677,1.374216196,-0.433594125,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013
298,811.8541382,67.61121594,500,432.3887841,186960.0606,-0.485655983,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947
299,733.8547283,-431.4244542,-500,-68.57554576,4702.605476,-0.420686442,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192
300,1104.652912,-361.2875608,-500,-138.7124392,19241.14079,-0.530969651,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457
301,1445.531962,-98.47576581,126.8757494,225.3515152,50783.3054,0.4746169,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343
302,1556.042068,-51.21901255,-256.7978236,-205.578811,42262.64753,0.197073097,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102
303,1599.205122,491.261655,500,8.738344988,76.35867313,-0.019947014,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065
304,1172.62056,387.6970352,500,112.3029648,12611.9559,0.678809704,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384
305,787.9549077,-316.9846334,-381.1000971,-64.11546368,4110.792683,-0.153141819,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875
306,987.484617,486.5250704,500,13.4749296,181.5737277,0.391204604,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352
307,582.0341121,-473.3258228,-500,-26.67417717,711.5117277,0.390386748,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247
308,909.7446979,452.5666799,500,47.43332005,2249.919851,-0.563511276,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001
309,540.6720882,321.4156248,358.6021981,37.18657323,1382.841229,-0.577786682,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309
310,224.9444527,-454.6259179,-500,-45.37408214,2058.80733,-0.33600325,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553
311,559.4807823,-472.7444924,-500,-27.25550756,742.8626924,0.39469223,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207
312,960.66255,-492.5789481,-500,-7.421051933,55.07201179,0.548440438,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432
313,1381.97698,483.3117412,500,16.68825883,278.4979828,-0.463028093,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432,-0.615114919
314,1004.564204,480.2169058,500,19.78309421,391.3708165,0.449416788,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432,-0.615114919,-0.1805995
315,563.213499,-497.2530462,-500,-2.746953825,7.545755317,-0.118211864,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432,-0.615114919,-0.1805995,-0.065737699
316,928.3352348,492.4405361,500,7.559463868,57.14549397,-0.112385967,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432,-0.615114919,-0.1805995,-0.065737699,0.035566502
317,546.3244582,-343.8070757,-319.658465,24.14861067,583.1553973,-0.165452609,-0.079599013,-0.687331947,-0.370499192,-0.469255457,0.216199343,0.857632102,1.117718065,-0.09960384,-0.633547875,-0.087821352,-0.280711247,0.903314001,0.318392309,-0.221467553,0.42931207,0.25935432,-0.615114919,-0.1805995,-0.065737699,0.035566502,0.082847851
